id,question,true_query,generated_query
3c71f198ffca8a3ba108d583,What was the organism found in patient 10027602's first mini-bal microbiology test?,SELECT microbiologyevents.org_name FROM microbiologyevents WHERE microbiologyevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10027602 ) AND microbiologyevents.spec_type_desc = 'mini-bal' AND microbiologyevents.org_name IS NOT NULL ORDER BY microbiologyevents.charttime ASC LIMIT 1,"SELECT T1.org_name FROM ( SELECT microbiology.org_name, microbiology.chart_id FROM microbiology WHERE microbiology.patient_id = 10027602 AND microbiology.spec_type_desc = 'mini-bal' AND microbiology.chart_id = ( SELECT MIN(microbiology.chart_id) FROM microbiology WHERE microbiology.patient_id = 10027602 AND microbiology.spec_type_desc = 'mini-bal' ) ) AS T1 JOIN ( SELECT microbiology.chart_id, microbiology.org_name FROM microbiology WHERE microbiology.patient_id = 10027602 AND microbiology.spec_type_desc = 'mini-bal' ) AS T2 ON T1.chart_id = T2.chart_id"
111dee20bbe14075c60dc939,What were the four most frequently performed lab tests since 1 year ago?,"SELECT d_labitems.label FROM d_labitems WHERE d_labitems.itemid IN ( SELECT T1.itemid FROM ( SELECT labevents.itemid, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM labevents WHERE datetime(labevents.charttime) >= datetime(current_time,'-1 year') GROUP BY labevents.itemid ) AS T1 WHERE T1.C1 <= 4 )","SELECT T1.test_name FROM ( SELECT lab_tests.test_name, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM lab_tests WHERE datetime(lab_tests.chart_time) >= datetime(current_time,'-1 year') GROUP BY lab_tests.test_name ) AS T1 WHERE T1.C1 <= 4"
c189cadcf09e3eb65ff5c31a,What are the three commonly ordered medications for patients aged 60 or above?,"SELECT T1.drug FROM ( SELECT prescriptions.drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age >= 60 ) GROUP BY prescriptions.drug ) AS T1 WHERE T1.C1 <= 3","SELECT T1.drug FROM ( SELECT prescriptions.drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM prescriptions WHERE prescriptions.age >= 60 GROUP BY prescriptions.drug ) AS T1 WHERE T1.C1 <= 3"
e0b69eb370890d55d0e2a032,What's the total amount of d5 1/2ns that patient 10038933 received on 09/26/this year?,"SELECT SUM(inputevents.totalamount) FROM inputevents WHERE inputevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10038933 ) ) AND inputevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'd5 1/2ns' AND d_items.linksto = 'inputevents' ) AND datetime(inputevents.starttime,'start of year') = datetime(current_time,'start of year','-0 year') AND strftime('%m-%d',inputevents.starttime) = '09-26'",SELECT SUM(input_events.totalamount) FROM input_events WHERE input_events.patientid = 10038933 AND input_events.starttime >= '2100-09-26 00:00:00' AND input_events.starttime < '2100-09-26 00:00:00' AND input_events.totalamount = 'd5 1/2ns'
0e9be6448c82613884bebdf5,"So, what was the maximum 25-oh vitamin d value of patient 10029484 since 11/2100?","SELECT MAX(labevents.valuenum) FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10029484 ) AND labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = '25-oh vitamin d' ) AND strftime('%Y-%m',labevents.charttime) >= '2100-11'","SELECT MAX(assistant.lab_results.vitamin_d_25_oh) FROM assistant WHERE assistant.patient_id = 10029484 AND strftime('%Y-%m',assistant.lab_results.chart_time) >= '2100-11'"
a63d852e13ffd03ce88b22d1,Tell me the percentile of urea nitrogen 22.0 among all patients of the same age as patient 10007928 in their last hospital visit?,"SELECT DISTINCT T1.C1 FROM ( SELECT labevents.valuenum, PERCENT_RANK() OVER ( ORDER BY labevents.valuenum ) AS C1 FROM labevents WHERE labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'urea nitrogen' ) AND labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = ( SELECT admissions.age FROM admissions WHERE admissions.subject_id = 10007928 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) ) ) AS T1 WHERE T1.valuenum = 22.0","SELECT DISTINCT T1.C1 FROM ( SELECT lab.C1, PERCENT_RANK() OVER ( ORDER BY lab.C1 ASC ) AS C2 FROM lab WHERE lab.PAT_ID IN ( SELECT patient.PAT_ID FROM patient WHERE patient.AGE = ( SELECT patient.AGE FROM patient WHERE patient.PAT_ID = 10007928 AND patient.HOSP_ITERATIONS = ( SELECT COUNT( DISTINCT diagnosis.DIAG_ID ) FROM diagnosis WHERE diagnosis.PAT_ID = 10007928 AND diagnosis.HOSP_ITERATION_ID = ( SELECT treatment.HOSP_ITERATION_ID FROM treatment WHERE treatment.PAT_ID = 10007928 AND treatment.HOSP_ITERATION_DESCRIPTION = 'discharge from hospital' ORDER BY treatment.HOSP_ITERATION_ID DESC LIMIT 1 ) ) ) AS C1 FROM lab WHERE lab.LAB_NAME = 'urea nitrogen' ) AS T1 WHERE T1.C2"
51978c2653bcfbd2cc8c5eae,"How many people received a introduction of nutritional substance into upper gi, via natural or artificial opening procedure within the same month after they had been diagnosed with postprocedural pneumothorax since 2100?","SELECT COUNT( DISTINCT T1.subject_id ) FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'postprocedural pneumothorax' ) AND strftime('%Y',diagnoses_icd.charttime) >= '2100' ) AS T1 JOIN ( SELECT admissions.subject_id, procedures_icd.charttime FROM procedures_icd JOIN admissions ON procedures_icd.hadm_id = admissions.hadm_id WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'introduction of nutritional substance into upper gi, via natural or artificial opening' ) AND strftime('%Y',procedures_icd.charttime) >= '2100' ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T1.charttime,'start of month') = datetime(T2.charttime,'start of month')","SELECT COUNT( DISTINCT T1.subject_id ) FROM ( SELECT T1.subject_id, T2.chart_time FROM ( SELECT subject_id, chart_time FROM diagnoses WHERE diagnosis = 'postprocedural pneumothorax' ) AS T1 JOIN procedures AS T2 ON T1.subject_id = T2.subject_id WHERE T1.chart_time >= '2100-01-01 00:00:00' ) AS T1 JOIN ( SELECT subject_id, chart_time FROM procedures WHERE procedure = 'introduction of nutritional substance into upper gi, via natural or artificial opening' ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.chart_time < T2.chart_time AND datetime(T1.chart_time,'start of month') = datetime(T2.chart_time,'start of month')"
84b9e35f62f23089ad08f03e,How much of a difference is there in patient 10035185's mean blood pressure last measured on the first ICU visit compared to the second to last value measured on the first ICU visit?,SELECT ( SELECT chartevents.valuenum FROM chartevents WHERE chartevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10035185 ) AND icustays.outtime IS NOT NULL ORDER BY icustays.intime ASC LIMIT 1 ) AND chartevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'arterial blood pressure mean' AND d_items.linksto = 'chartevents' ) ORDER BY chartevents.charttime DESC LIMIT 1 ) - ( SELECT chartevents.valuenum FROM chartevents WHERE chartevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10035185 ) AND icustays.outtime IS NOT NULL ORDER BY icustays.intime ASC LIMIT 1 ) AND chartevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'arterial blood pressure mean' AND d_items.linksto = 'chartevents' ) ORDER BY chartevents.charttime DESC LIMIT 1 OFFSET 1 ),SELECT ( SELECT mean_bp FROM icu_visits WHERE icu_visits.icu_id IN ( SELECT icu_id FROM icu_stays WHERE icu_stays.stay_id IN ( SELECT stay_id FROM stay_events WHERE stay_events.stay_id IN ( SELECT stay_id FROM patients WHERE patients.subject_id = 10035185 ) AND icu_stays.outtime IS NOT NULL ORDER BY icu_stays.intime ASC LIMIT 1 ) ) ORDER BY icu_visits.intime DESC LIMIT 1 ) - ( SELECT mean_bp FROM icu_visits WHERE icu_visits.icu_id IN ( SELECT icu_id FROM icu_stays WHERE icu_stays.stay_id IN ( SELECT stay_id FROM patients WHERE patients.subject_id = 10035185 ) AND icu_stays.outtime IS NOT NULL ORDER BY icu_stays.intime ASC LIMIT 1 ) ) ORDER BY icu_visits.intime DESC LIMIT 1 OFFSET 1 )
a89804f008cd45087c9507d1,What treatment did patient 10039997 undergo last since 1 year ago?,"SELECT d_icd_procedures.long_title FROM d_icd_procedures WHERE d_icd_procedures.icd_code IN ( SELECT procedures_icd.icd_code FROM procedures_icd WHERE procedures_icd.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10039997 ) AND datetime(procedures_icd.charttime) >= datetime(current_time,'-1 year') ORDER BY procedures_icd.charttime DESC LIMIT 1 )","SELECT treatment.treatment_name FROM treatment WHERE treatment.patient_id = 10039997 AND datetime(treatment.treatment_time) >= datetime(current_time,'-1 year') ORDER BY treatment.treatment_time DESC LIMIT 1"
15a83f8dbbf6d2243721a87b,"How many patients underwent single internal mammary-coronary artery bypass during the same month after the diagnosis with arthropathy, unspecified, lower leg, in 2100?","SELECT COUNT( DISTINCT T1.subject_id ) FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'arthropathy, unspecified, lower leg' ) AND strftime('%Y',diagnoses_icd.charttime) = '2100' ) AS T1 JOIN ( SELECT admissions.subject_id, procedures_icd.charttime FROM procedures_icd JOIN admissions ON procedures_icd.hadm_id = admissions.hadm_id WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'single internal mammary-coronary artery bypass' ) AND strftime('%Y',procedures_icd.charttime) = '2100' ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T1.charttime,'start of month') = datetime(T2.charttime,'start of month')","SELECT COUNT( DISTINCT T1.subject_id ) FROM ( SELECT T1.subject_id, T2.diagnosis_time FROM ( SELECT subject_id, diagnosis_time FROM diagnoses WHERE diagnosis LIKE '%arthropathy, unspecified, lower leg%' ) AS T1 JOIN ( SELECT subject_id, treatment_time FROM procedures WHERE treatment_name = 'single internal mammary-coronary artery bypass' ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.diagnosis_time < T2.treatment_time AND datetime(T1.diagnosis_time,'start of year') = datetime(T2.treatment_time,'start of year') ) AS T3 GROUP BY T3.subject_id HAVING T3.diagnosis_time < datetime(current_time, 'start of year', '-0 year') AND datetime(current_time, 'start of year', '-0 year') <= T3.diagnosis_time"
e57e3f80e3cc0a3b1a3c509c,How many patients in 2100 underwent radical excision of other lymph nodes within the same hospital visit after reopening of recent thoracotomy site?,"SELECT COUNT( DISTINCT T1.subject_id ) FROM ( SELECT admissions.subject_id, procedures_icd.charttime, admissions.hadm_id FROM procedures_icd JOIN admissions ON procedures_icd.hadm_id = admissions.hadm_id WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'reopening of recent thoracotomy site' ) AND strftime('%Y',procedures_icd.charttime) = '2100' ) AS T1 JOIN ( SELECT admissions.subject_id, procedures_icd.charttime, admissions.hadm_id FROM procedures_icd JOIN admissions ON procedures_icd.hadm_id = admissions.hadm_id WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'radical excision of other lymph nodes' ) AND strftime('%Y',procedures_icd.charttime) = '2100' ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND T1.hadm_id = T2.hadm_id","SELECT COUNT( DISTINCT T1.subject ) FROM ( SELECT T1.subject, T1.hadm_id, T2.charttime, T1.hadm_id AS hadm_id FROM ( SELECT admissions.subject, diagnoses.hadm_id, diagnoses.charttime, admissions.hadm_id FROM diagnoses JOIN admissions ON diagnoses.hadm_id = admissions.hadm_id WHERE diagnoses.diagnosis = 'reopening of recent thoracotomy site' ) AS T1 JOIN ( SELECT admissions.subject, procedures.hadm_id, procedures.charttime, admissions.hadm_id FROM procedures JOIN admissions ON procedures.hadm_id = admissions.hadm_id WHERE procedures.procedure = 'radical excision of other lymph nodes' ) AS T2 ON T1.subject = T2.subject WHERE T1.hadm_id = T2.hadm_id AND strftime('%Y',T1.charttime) = '2100' AND strftime('%Y',T2.charttime) = '2100"
24612cf5da1e8c7c6a9fca8f,Was the SaO2 of patient 10021487 ever greater than 97.0 on 12/12/2100?,"SELECT COUNT(*)>0 FROM chartevents WHERE chartevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10021487 ) ) AND chartevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'o2 saturation pulseoxymetry' AND d_items.linksto = 'chartevents' ) AND chartevents.valuenum > 97.0 AND strftime('%Y-%m-%d',chartevents.charttime) = '2100-12-12'",12/12/2100: Did patient 10021487 have a SaO2 greater than 97.0?
4ee164f320c671cddad63aa1,How many people received a prescription for dextromethorphan-guaifenesin (sugar free) throughout this year?,"SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.hadm_id IN ( SELECT prescriptions.hadm_id FROM prescriptions WHERE prescriptions.drug = 'dextromethorphan-guaifenesin (sugar free)' AND datetime(prescriptions.starttime,'start of year') = datetime(current_time,'start of year','-0 year') )","SELECT COUNT( DISTINCT patient.subject_id ) FROM patient WHERE patient.had_prescription_drug = 'dextromethorphan-guaifenesin (sugar free)' AND datetime(patient.prescription_date,'start of year') = datetime(current_time,'start of year','-0 year')"
dbc270289021529e6623ca58,How many patients were treated with closed [percutaneous] [needle] biopsy of kidney since 2100?,"SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.hadm_id IN ( SELECT procedures_icd.hadm_id FROM procedures_icd WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'closed [percutaneous] [needle] biopsy of kidney' ) AND strftime('%Y',procedures_icd.charttime) >= '2100' )","SELECT COUNT( DISTINCT patient_id ) FROM procedures WHERE procedure_name = 'closed [percutaneous] [needle] biopsy of kidney' AND strftime('%Y',procedures.charttime) >= '2100'"
1252ececdb40065ab2ab716c,"For patients who had bypass coronary artery, one artery from left internal mammary with autologous arterial tissue, open approach, what were the most frequent four microbiology tests carried out within 2 months?","SELECT T3.test_name FROM ( SELECT T2.test_name, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, procedures_icd.charttime FROM procedures_icd JOIN admissions ON procedures_icd.hadm_id = admissions.hadm_id WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'bypass coronary artery, one artery from left internal mammary with autologous arterial tissue, open approach' ) ) AS T1 JOIN ( SELECT admissions.subject_id, microbiologyevents.test_name, microbiologyevents.charttime FROM microbiologyevents JOIN admissions ON microbiologyevents.hadm_id = admissions.hadm_id ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T2.charttime) BETWEEN datetime(T1.charttime) AND datetime(T1.charttime,'+2 month') GROUP BY T2.test_name ) AS T3 WHERE T3.C1 <= 4","SELECT T3.test_name FROM ( SELECT T2.test_name, T1.subject_id, T1.chart_time FROM ( SELECT subject_id, chart_time FROM procedures WHERE open_access_procedure = 'bypass coronary artery, one artery from left internal mammary with autologous arterial tissue' ) AS T1 JOIN ( SELECT subject_id, test_name, chart_time FROM microbiology ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.chart_time < T2.chart_time AND datetime(T2.chart_time) BETWEEN datetime(T1.chart_time) AND datetime(T1.chart_time,'+2 month') ) AS T3 GROUP BY T3.test_name ORDER BY COUNT(*) DESC LIMIT 1"
c5d46b43685ecc76f23dd1be,Pull up the IDs of patients who were diagnosed with chronic systolic heart failure in this year.,"SELECT DISTINCT admissions.subject_id FROM admissions WHERE admissions.hadm_id IN ( SELECT diagnoses_icd.hadm_id FROM diagnoses_icd WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'chronic systolic heart failure' ) AND datetime(diagnoses_icd.charttime,'start of year') = datetime(current_time,'start of year','-0 year') )","SELECT T1.subject_id FROM ( SELECT T1.subject_id, T2.diagnosis_time FROM ( SELECT * FROM diagnoses WHERE diagnosis = 'chronic systolic heart failure' ) AS T1 JOIN ( SELECT * FROM patients WHERE age BETWEEN 18 AND 60 ) AS T2 ON T1.subject_id = T2.subject_id ) AS T3 WHERE T3.diagnosis_time eqls T1.diagnosis_time AND datetime(T1.diagnosis_time,'start of year') = datetime(current_time,'start of year','-0 year')"
6726244ef1bd924f703f788d,What was the name of the drug which was prescribed to patient 10018501 within the same hospital visit after having received alcohol detoxification in 08/2100?,"SELECT T2.drug FROM ( SELECT procedures_icd.charttime, procedures_icd.hadm_id FROM procedures_icd WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'alcohol detoxification' ) AND procedures_icd.hadm_id IN (SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10018501 ) AND strftime('%Y-%m',procedures_icd.charttime) = '2100-08' ) AS T1 JOIN ( SELECT prescriptions.drug, prescriptions.starttime, prescriptions.hadm_id FROM prescriptions WHERE prescriptions.hadm_id IN (SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10018501 ) AND strftime('%Y-%m',prescriptions.starttime) = '2100-08' ) AS T2 ON T1.hadm_id = T2.hadm_id WHERE T1.charttime < T2.starttime","SELECT T2.drug FROM ( SELECT procedures.chart_id, procedures.start_time, procedures.patient_id FROM procedures WHERE procedures.patient_id = 10018501 AND procedures.procedure = 'alcohol detoxification' AND strftime('%Y-%m',procedures.start_time) = '2100-08' ) AS T1 JOIN ( SELECT prescriptions.chart_id, prescriptions.drug, prescriptions.start_time, prescriptions.patient_id FROM prescriptions WHERE prescriptions.patient_id = 10018501 AND strftime('%Y-%m',prescriptions.start_time) = '2100-08' ) AS T2 ON T1.chart_id = T2.chart_id WHERE T1.start_time < T2.start_time AND T1.patient_id = T2.patient_id"
1baa3b9b6dd6b0bd2c74ac95,How much is the total hospital cost of patient 10020187 during the stay in 2100?,"SELECT SUM(cost.cost) FROM cost WHERE cost.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10020187 ) AND strftime('%Y',cost.chargetime) = '2100'","SELECT SUM(total_cost) FROM ( SELECT total_cost FROM ( SELECT cost FROM cost_table WHERE cost_table.product_id IN ( SELECT product_id FROM medication_table WHERE medication_table.name = 'd5 1/2ns' ) ) AS T1 JOIN prescription_table ON T1.product_id = prescription_table.product_id ) AS T2 JOIN patient_table ON T2.patient_id = patient_table.patient_id WHERE patient_table.patient_id = 10020187 AND strftime('%Y',prescription_table.start_time) = '2100'"
2b5707d23faf1d54bc3688c3,"On their first hospital visit, what was the age of patient 10022880?",SELECT admissions.age FROM admissions WHERE admissions.subject_id = 10022880 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime ASC LIMIT 1,SELECT patient.age FROM patients WHERE patients.id = 10022880 AND patients.dischtime IS NOT NULL ORDER BY patients.admittime ASC LIMIT 1
6affdda52b5c91cdefb3ac90,Is patient 10027602's free calcium second measured on the last hospital visit less than the value first measured on the last hospital visit?,SELECT ( SELECT labevents.valuenum FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10027602 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) AND labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'free calcium' ) ORDER BY labevents.charttime ASC LIMIT 1 OFFSET 1 ) < ( SELECT labevents.valuenum FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10027602 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) AND labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'free calcium' ) ORDER BY labevents.charttime ASC LIMIT 1 ),SELECT ( SELECT lab_value FROM lab_tests WHERE lab_tests.patient_id = 10027602 AND lab_tests.label = 'free calcium' AND lab_tests.charttime = ( SELECT lab_tests.charttime FROM lab_tests WHERE lab_tests.patient_id = 10027602 AND lab_tests.label = 'free calcium' AND lab_tests.charttime = ( SELECT lab_tests.charttime FROM lab_tests WHERE lab_tests.patient_id = 10027602 AND lab_tests.dischtime = ( SELECT admissions.dischtime FROM admissions WHERE admissions.subject = 10027602 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) ORDER BY lab_tests.charttime ASC LIMIT 1 ) ) < ( SELECT lab_value FROM lab_tests WHERE lab_tests.patient_id = 10027602 AND lab_tests.label = 'free calcium' AND lab_tests.charttime = ( SELECT lab_
71fb7280916537b48dea629f,How many times was patient 10020786 admitted to the hospital since 2100?,"SELECT COUNT( DISTINCT admissions.hadm_id ) FROM admissions WHERE admissions.subject_id = 10020786 AND strftime('%Y',admissions.admittime) >= '2100'","SELECT COUNT(*) FROM hospital_admissions WHERE admissions.subject_id = 10020786 AND strftime('%Y',admissions.admission_date) >= '2100'"
59b3e090a55110929fc25079,Provide me with the five most common diagnoses.,"SELECT d_icd_diagnoses.long_title FROM d_icd_diagnoses WHERE d_icd_diagnoses.icd_code IN ( SELECT T1.icd_code FROM ( SELECT diagnoses_icd.icd_code, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM diagnoses_icd GROUP BY diagnoses_icd.icd_code ) AS T1 WHERE T1.C1 <= 5 )",SELECT T1.diagnosis FROM diagnoses AS T1 JOIN patient_diagnoses AS T2 ON T1.diagnosis_id = T2.diagnosis_id GROUP BY T2.diagnosis_id ORDER BY COUNT(*) DESC LIMIT 5
4e79db3380f81126bc756ee5,What is the difference between mchc second measured on the last hospital visit compared to the first value measured on the last hospital visit for patient 10007928?,SELECT ( SELECT labevents.valuenum FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10007928 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) AND labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'mchc' ) ORDER BY labevents.charttime ASC LIMIT 1 OFFSET 1 ) - ( SELECT labevents.valuenum FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10007928 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) AND labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'mchc' ) ORDER BY labevents.charttime ASC LIMIT 1 ),SELECT ( SELECT lab_results.valuenum FROM lab_results WHERE lab_results.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10007928 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) AND lab_results.spec_type_desc = 'mchc' ORDER BY lab_results.charttime ASC LIMIT 1 OFFSET 1 ) - ( SELECT lab_results.valuenum FROM lab_results WHERE lab_results.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10007928 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) AND lab_results.spec_type_desc = 'mchc' ORDER BY lab_results.charttime ASC LIMIT 1 )
5706937d471c979d44b7c441,Calculate the number of patients who were prescribed senna.,SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.hadm_id IN ( SELECT prescriptions.hadm_id FROM prescriptions WHERE prescriptions.drug = 'senna' ),SELECT COUNT( DISTINCT patient_id ) FROM prescriptions WHERE prescription_name = 'senna'
8389d7126b22d44dfa24365b,Has patient 10037928 received a diagnosis in 2100?,"SELECT COUNT(*)>0 FROM diagnoses_icd WHERE diagnoses_icd.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10037928 ) AND strftime('%Y',diagnoses_icd.charttime) = '2100'",10037928 has received a diagnosis in 2100?
0b01e88a1ff2627ccad33628,What is the number of times patient 10014729 visited the hospital in 2100?,"SELECT COUNT( DISTINCT admissions.hadm_id ) FROM admissions WHERE admissions.subject_id = 10014729 AND strftime('%Y',admissions.admittime) = '2100'","SELECT COUNT(*) FROM hospital_history WHERE hospital_history.patient_id = 10014729 AND strftime('%Y', hospital_history.admittime) = '2100'"
a999623358b249c2ff668390,How many current patients are there aged 60 or above?,SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.dischtime IS NULL AND admissions.age >= 60,SELECT COUNT( DISTINCT patient_id ) FROM patients WHERE age >= 60
20c3ddd36c65c44890c3f3e5,What was the name of the specimen test that patient 10021666 was given for the first time since 03/2100?,"SELECT microbiologyevents.spec_type_desc FROM microbiologyevents WHERE microbiologyevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10021666 ) AND strftime('%Y-%m',microbiologyevents.charttime) >= '2100-03' ORDER BY microbiologyevents.charttime ASC LIMIT 1",10021666 has received a specimen test since 03/2100.
7edc30d3b6fa3b7308ebcd4a,How many medications were ordered for patient 10021118 since 10/2100?,"SELECT COUNT(*) FROM prescriptions WHERE prescriptions.hadm_id IN( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10021118 ) AND strftime('%Y-%m',prescriptions.starttime) >= '2100-10'","SELECT COUNT(*) FROM medications WHERE medications.patient_id = 10021118 AND strftime('%Y-%m', medications.order_time) >= '2100-10'"
ce4170ef70617d0f660eb8c8,Can you show me the top four most frequent lab tests given?,"SELECT d_labitems.label FROM d_labitems WHERE d_labitems.itemid IN ( SELECT T1.itemid FROM ( SELECT labevents.itemid, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM labevents GROUP BY labevents.itemid ) AS T1 WHERE T1.C1 <= 4 )","SELECT T1.test_name FROM ( SELECT T2.test_name, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM labevents AS T1 JOIN ( SELECT diagnoses.diagnosis_id, procedures.procedure_id FROM diagnoses JOIN procedures ON diagnoses.diagnosis_id = procedures.diagnosis_id ) AS T2 ON T1.diagnosis_id = T2.diagnosis_id OR T1.procedure_id = T2.procedure_id GROUP BY T2.test_name ) AS T3 WHERE T3.C1 <= 4"
