id,question,true_query,generated_query
694ef79b1e8ab1b548efa5b3,Has patient 10018423 received any lab testing in 2100?,"SELECT COUNT(*)>0 FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10018423 ) AND strftime('%Y',labevents.charttime) = '2100'","SELECT COUNT(*)>0 FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = 10018423 ) AND strftime('%Y',labevents.charttime) = '2100'"
d69a4b8b51374de9e093dde2,How many hours have passed since patient 10004733 stayed in the careunit medicine on this hospital visit for the first time?,"SELECT 24 * ( strftime('%J',current_time) - strftime('%J', transfers.intime) ) FROM transfers WHERE transfers.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10004733 AND admissions.dischtime IS NULL ) AND transfers.careunit = 'medicine' ORDER BY transfers.intime ASC LIMIT 1","SELECT 24 * ( strftime('%J',current_time) - strftime('%J', careunit_stays.starttime) ) FROM careunit_stays WHERE careunit_stays.hospital_visit_id IN ( SELECT hospital_visits.hospital_visit_id FROM hospital_visits WHERE hospital_visits.patient_id = 10004733 AND hospital_visits.dischtime IS NULL ) AND careunit_stays.careunit = 'medicine' ORDER BY careunit_stays.starttime ASC LIMIT 1"
5b35d8420b2779eaf3c7e3ea,List the top four most frequent diagnoses that patients received within 2 months after previously being diagnosed with other candidiasis of other specified sites since 1 year ago.,"SELECT d_icd_diagnoses.long_title FROM d_icd_diagnoses WHERE d_icd_diagnoses.icd_code IN ( SELECT T3.icd_code FROM ( SELECT T2.icd_code, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'other candidiasis of other specified sites' ) AND datetime(diagnoses_icd.charttime) >= datetime(current_time,'-1 year') ) AS T1 JOIN ( SELECT admissions.subject_id, diagnoses_icd.icd_code, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE datetime(diagnoses_icd.charttime) >= datetime(current_time,'-1 year') ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T2.charttime) BETWEEN datetime(T1.charttime) AND datetime(T1.charttime,'+2 month') GROUP BY T2.icd_code ) AS T3 WHERE T3.C1 <= 4 )","SELECT d1.long_title FROM ( SELECT d2.long_title, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT * FROM diagnosis WHERE datetime >= datetime(current_time,'-1 year') ) AS d1 JOIN ( SELECT * FROM diagnosis WHERE datetime >= datetime(current_time,'-1 year') ) AS d2 ON d1.person_id = d2.person_id WHERE d1.long_title = 'other candidiasis of other specified sites' AND d2.datetime BETWEEN d1.datetime AND datetime(d1.datetime,'+2 month') GROUP BY d2.long_title ) WHERE C1 <= 4"
a5356c6c205e9f088964bb9a,Has patient 10006580 received any medication?,SELECT COUNT(*)>0 FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10006580 ),SELECT COUNT(*)>0 FROM po WHERE po.sta = 'completed' AND po.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = 10006580 )
706439ddb58cfc688a427d97,"This year, what were the top four specimens that were tested frequently?","SELECT T1.spec_type_desc FROM ( SELECT microbiologyevents.spec_type_desc, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM microbiologyevents WHERE datetime(microbiologyevents.charttime,'start of year') = datetime(current_time,'start of year','-0 year') GROUP BY microbiologyevents.spec_type_desc ) AS T1 WHERE T1.C1 <= 4","SELECT T1.spec_type_desc FROM ( SELECT spec_type_desc, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM specimens WHERE datetime(sdate,'start of year') = datetime(current_time,'start of year','-0 year') GROUP BY spec_type_desc ) AS T1 WHERE T1.C1 <= 4"
06b14b6b3b8637569dd435d9,Show me the top five diagnoses that have the highest 3-month mortality rate.,"SELECT d_icd_diagnoses.long_title FROM d_icd_diagnoses WHERE d_icd_diagnoses.icd_code IN ( SELECT T4.icd_code FROM ( SELECT T3.icd_code, DENSE_RANK() OVER ( ORDER BY T3.C2 ASC ) AS C3 FROM ( SELECT T2.icd_code, AVG(C1) AS C2 FROM ( SELECT T1.icd_code, ( CASE WHEN strftime('%J',patients.dod) - strftime('%J',T1.charttime) < 1 * 365/4 THEN 0 ELSE 1 END ) as C1 FROM ( SELECT admissions.subject_id, diagnoses_icd.icd_code, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE strftime('%J',current_time) - strftime('%J',diagnoses_icd.charttime) >= 1 * 365/4 GROUP BY admissions.subject_id, diagnoses_icd.icd_code HAVING MIN(diagnoses_icd.charttime) = diagnoses_icd.charttime ) AS T1 JOIN patients ON T1.subject_id = patients.subject_id ) AS T2 GROUP BY T2.icd_code ) AS T3 ) AS T4 WHERE T4.C3 <= 5 )","SELECT d_icd_diagnoses.long_title FROM d_icd_diagnoses WHERE d_icd_diagnoses.icd_code IN ( SELECT T4.icd_code FROM ( SELECT T3.icd_code, DENSE_RANK() OVER ( ORDER BY T3.C2 ASC ) AS C3 FROM ( SELECT T2.icd_code, AVG(C1) AS C2 FROM ( SELECT T1.icd_code, ( CASE WHEN strftime('%J',patients.dod) - strftime('%J',T1.charttime) < 1 * 365/4 THEN 0 ELSE 1 END ) as C1 FROM ( SELECT patients.row_id, diagnoses.icd_code, diagnoses.charttime FROM diagnoses JOIN patients ON diagnoses.hadm_id = patients.hadm_id WHERE strftime('%J',current_time) - strftime('%J',diagnoses.charttime) >= 1 * 365/4 ) AS T1 JOIN patients ON T1.row_id = patients.row_id ) AS T2 GROUP BY T2.icd_code ) AS T3 ) AS T4 WHERE T4.C3 <= 5 )"
6d23077db7dbc8321431bf64,How many days have passed since the patient 10004733 was admitted to the hospital?,"SELECT 1 * ( strftime('%J',current_time) - strftime('%J', admissions.admittime) ) FROM admissions WHERE admissions.subject_id = 10004733 AND admissions.dischtime IS NULL","SELECT 1 * ( strftime('%J',current_time) - strftime('%J',admissions.admittime) ) FROM admissions WHERE admissions.hadm_id IN ( SELECT visits.hadm_id FROM visits WHERE visits.subject_id = 10004733 AND admissions.dischtime IS NULL )"
68e2938f96286a982888a1f6,"Which was the last care unit patient 10007928 was in during their last hospital visit, as per the transfer record?",SELECT transfers.careunit FROM transfers WHERE transfers.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10007928 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) AND transfers.careunit IS NOT NULL ORDER BY transfers.intime DESC LIMIT 1,"SELECT T1.careunit FROM ( SELECT T2.careunit, ROW_NUMBER() OVER ( ORDER BY T2.intime DESC ) AS C1 FROM ( SELECT * FROM transferevents WHERE transferevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = 10007928 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) ) AS T2 ) AS T1 WHERE T1.C1 = 1"
7f71c9d84ae065b57a659660,How many current patients are there aged 40s?,SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.dischtime IS NULL AND admissions.age BETWEEN 40 AND 49,SELECT COUNT( DISTINCT patients.pid ) FROM patients WHERE patients.age BETWEEN 40 AND 49 AND patients.dischtime IS NULL
0d71c66d0ead111e4df731dd,How much is the maximum total hospital bill that includes personal history of malignant neoplasm of large intestine since 2100?,"SELECT MAX(T1.C1) FROM ( SELECT SUM(cost.cost) AS C1 FROM cost WHERE cost.hadm_id IN ( SELECT diagnoses_icd.hadm_id FROM diagnoses_icd WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'personal history of malignant neoplasm of large intestine' ) ) AND strftime('%Y',cost.chargetime) >= '2100' GROUP BY cost.hadm_id ) AS T1","SELECT MAX(T1.C1) FROM ( SELECT SUM( hospital_charges.total_charges ) AS C1 FROM hospital_charges WHERE hospital_charges.hospital_visit_id IN ( SELECT diagnoses.hospital_visit_id FROM diagnoses WHERE diagnoses.long_title = 'personal history of malignant neoplasm of large intestine' ) AND strftime('%Y',hospital_charges.admittime) >= '2100' GROUP BY hospital_charges.hospital_visit_id ) AS T1"
fc9a1a57bacdb774ac5e8f68,What was the admission type for patient 10023117 during their first hospital visit?,"SELECT admissions.admission_type FROM admissions WHERE admissions.subject_id = 10023117 AND datetime(admissions.admittime,'start of year') = datetime(current_time,'start of year','-0 year') ORDER BY admissions.admittime ASC LIMIT 1",SELECT admissions.admission_type FROM admissions WHERE admissions.hadm_id IN ( SELECT visits.hadm_id FROM visits WHERE visits.age = 10023117 AND visits.dischtime IS NOT NULL ORDER BY visits.admittime ASC LIMIT 1 )
7f07c59357750ac2b84e5221,"What are the five frequently taken specimens for patients that received extirpation of matter from lung lingula, via natural or artificial opening endoscopic previously within 2 months?","SELECT T3.spec_type_desc FROM ( SELECT T2.spec_type_desc, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, procedures_icd.charttime FROM procedures_icd JOIN admissions ON procedures_icd.hadm_id = admissions.hadm_id WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'extirpation of matter from lung lingula, via natural or artificial opening endoscopic' ) ) AS T1 JOIN ( SELECT admissions.subject_id, microbiologyevents.spec_type_desc, microbiologyevents.charttime FROM microbiologyevents JOIN admissions ON microbiologyevents.hadm_id = admissions.hadm_id ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T2.charttime) BETWEEN datetime(T1.charttime) AND datetime(T1.charttime,'+2 month') GROUP BY T2.spec_type_desc ) AS T3 WHERE T3.C1 <= 5","SELECT T3.spec_type_desc FROM ( SELECT T2.spec_type_desc, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT patient_id, procedure_date FROM procedures_icd WHERE procedures_icd.icd_code = '0jg0jz' ) AS T1 JOIN ( SELECT patient_id, spec_type_desc, specimen_date FROM specimens ) AS T2 ON T1.patient_id = T2.patient_id WHERE T1.procedure_date < T2.specimen_date AND datetime(T2.specimen_date) BETWEEN datetime(T1.procedure_date) AND datetime(T1.procedure_date,'+2 month') GROUP BY T2.spec_type_desc ) AS T3 WHERE T3.C1 <= 5"
105c5b90ad1c402ff786e8bc,What's the cost of the drug known as ferrous sulfate (liquid)?,SELECT DISTINCT cost.cost FROM cost WHERE cost.event_type = 'prescriptions' AND cost.event_id IN ( SELECT prescriptions.row_id FROM prescriptions WHERE prescriptions.drug = 'ferrous sulfate (liquid)' ),SELECT DISTINCT cost FROM drug_cost WHERE drug_name = 'ferrous sulfate (liquid)'
60f1ca714f709dd6094e453e,What was the insurance that patient 10015931 had during the first hospital encounter?,SELECT admissions.insurance FROM admissions WHERE admissions.subject_id = 10015931 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime ASC LIMIT 1,SELECT insurance FROM insurance WHERE insurance is NOT NULL AND patient = 10015931 AND hospital_encounter_id IN ( SELECT hospital_encounter_id FROM hospital_encounter WHERE patient = 10015931 AND discharge_date IS NOT NULL ORDER BY admission_date ASC LIMIT 1 )
1252e7fd85be60431814be4f,"What is the cost for a procedure of introduction of other therapeutic substance into peripheral artery, percutaneous approach?","SELECT DISTINCT cost.cost FROM cost WHERE cost.event_type = 'procedures_icd' AND cost.event_id IN ( SELECT procedures_icd.row_id FROM procedures_icd WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'introduction of other therapeutic substance into peripheral artery, percutaneous approach' ) )","SELECT DISTINCT cost FROM procedure_cost WHERE procedure_cost.procedure_description = 'introduction of other therapeutic substance into peripheral artery, percutaneous approach'"
89a0d1e183a1c2a585f69c0d,When did patient 10016742 last receive a diagnosis of non-st elevation (nstemi) myocardial infarction on the first hospital stay?,SELECT diagnoses_icd.charttime FROM diagnoses_icd WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'non-st elevation (nstemi) myocardial infarction' ) AND diagnoses_icd.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10016742 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime ASC LIMIT 1 ) ORDER BY diagnoses_icd.charttime DESC LIMIT 1,SELECT diagnoses.charttime FROM diagnoses WHERE diagnoses.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = 10016742 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime ASC LIMIT 1 ) AND diagnoses.long_title = 'non-st elevation (nstemi) myocardial infarction' ORDER BY diagnoses.charttime DESC LIMIT 1
0f76c11ee2ae038677e63102,"How many patients received a osmolality, measured test last year?","SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.hadm_id IN ( SELECT labevents.hadm_id FROM labevents WHERE labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'osmolality, measured' ) AND datetime(labevents.charttime,'start of year') = datetime(current_time,'start of year','-1 year') )","SELECT COUNT( DISTINCT patients.pid ) FROM patients WHERE patients.pid IN ( SELECT procedures.pid FROM procedures WHERE procedures.label = 'osmolality, measured' AND datetime(procedures.starttime,'start of year') = datetime(current_time,'start of year','-1 year') )"
e7d00371c9b3a702661b3704,Did patient 10040025 have any kind of diagnosis last year?,"SELECT COUNT(*)>0 FROM diagnoses_icd WHERE diagnoses_icd.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10040025 ) AND datetime(diagnoses_icd.charttime,'start of year') = datetime(current_time,'start of year','-1 year')","SELECT COUNT(*)>0 FROM diagnoses WHERE diagnoses.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = 10040025 ) AND datetime(diagnoses.charttime,'start of year') = datetime(current_time,'start of year','-1 year')"
681c6fc772c7eda308578ae6,What are the three most frequent drugs prescribed to female patients with an age of 20s within the same month after they were diagnosed with unspecified acquired hypothyroidism?,"SELECT T3.drug FROM ( SELECT T2.drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'unspecified acquired hypothyroidism' ) ) AS T1 JOIN ( SELECT admissions.subject_id, prescriptions.drug, prescriptions.starttime FROM prescriptions JOIN admissions ON prescriptions.hadm_id = admissions.hadm_id WHERE admissions.subject_id IN ( SELECT patients.subject_id FROM patients WHERE patients.gender = 'f' ) AND admissions.age BETWEEN 20 AND 29 ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.starttime AND datetime(T1.charttime,'start of month') = datetime(T2.starttime,'start of month') GROUP BY T2.drug ) AS T3 WHERE T3.C1 <= 3","SELECT T3.drug FROM ( SELECT T2.drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT patient_id, diagnosis_date FROM diagnoses WHERE diagnoses.label = 'unspecified acquired hypothyroidism' ) AS T1 JOIN ( SELECT patient_id, drug, prescription_date FROM prescriptions ) AS T2 ON T1.patient_id = T2.patient_id WHERE T1.diagnosis_date < T2.prescription_date AND datetime(T1.diagnosis_date,'start of month') = datetime(T2.prescription_date,'start of month') AND T1.patient_id IN ( SELECT patient_id FROM patients WHERE patients.gender = 'female' AND floor(patients.age / 10) = 2 ) GROUP BY T2.drug ) AS T3 WHERE T3.C1 <= 3"
09304caba4fd05450a56c2af,How much does a procedure called percutaneous abdominal drainage cost?,SELECT DISTINCT cost.cost FROM cost WHERE cost.event_type = 'procedures_icd' AND cost.event_id IN ( SELECT procedures_icd.row_id FROM procedures_icd WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'percutaneous abdominal drainage' ) ),SELECT DISTINCT cost FROM procedures_icd WHERE procedures_icd.icd_code = ( SELECT icd_code FROM icd WHERE icd.long_title = 'percutaneous abdominal drainage' )
9fc0ac6b29d8a361fd6e2512,How much does patient 10007058 change in SaO2 second measured on the first ICU visit compared to the first value measured on the first ICU visit?,SELECT ( SELECT chartevents.valuenum FROM chartevents WHERE chartevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10007058 ) AND icustays.outtime IS NOT NULL ORDER BY icustays.intime ASC LIMIT 1 ) AND chartevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'o2 saturation pulseoxymetry' AND d_items.linksto = 'chartevents' ) ORDER BY chartevents.charttime ASC LIMIT 1 OFFSET 1 ) - ( SELECT chartevents.valuenum FROM chartevents WHERE chartevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10007058 ) AND icustays.outtime IS NOT NULL ORDER BY icustays.intime ASC LIMIT 1 ) AND chartevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'o2 saturation pulseoxymetry' AND d_items.linksto = 'chartevents' ) ORDER BY chartevents.charttime ASC LIMIT 1 ),SELECT ( SELECT SaO2 FROM patient10007058_icustay1_obscurv WHERE ord = 2 ) - ( SELECT SaO2 FROM patient10007058_icustay1_obscurv WHERE ord = 1 )
3813f972b07ceee5031bb452,Did patient 10021666 receive a diagnosis during their last hospital encounter?,SELECT COUNT(*)>0 FROM diagnoses_icd WHERE diagnoses_icd.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10021666 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ),SELECT COUNT(*)>0 FROM diagnoses WHERE diagnoses.hadm_id IN ( SELECT encounters.hadm_id FROM encounters WHERE encounters.dischtime IS NOT NULL ORDER BY encounters.admittime DESC LIMIT 1 ) AND diagnoses.person_id = 10021666
770cb760820f25921dc8ac4a,"How much does a thyroxine (t4), free lab test cost?","SELECT DISTINCT cost.cost FROM cost WHERE cost.event_type = 'labevents' AND cost.event_id IN ( SELECT labevents.row_id FROM labevents WHERE labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'thyroxine (t4), free' ) )","SELECT DISTINCT cost FROM lab_cost WHERE lab_test = 'thyroxine (t4), free'"
aeb4b3e5ce8038a370e1e7c1,Count the number of patients who underwent a microbiological mini-bal test since 2100.,"SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.hadm_id IN ( SELECT microbiologyevents.hadm_id FROM microbiologyevents WHERE microbiologyevents.spec_type_desc = 'mini-bal' AND strftime('%Y',microbiologyevents.charttime) >= '2100' )","SELECT COUNT( DISTINCT patients.pid ) FROM patients WHERE patients.pid IN ( SELECT procedures.pid FROM procedures WHERE procedures.label = 'microbiological mini-bal' AND strftime('%Y',procedures.charttime) >= '2100' )"
f356b6267c56b07e1f3e3045,What was the last time that patient 10035185 had the minimum value of the systolic blood pressure?,"SELECT chartevents.charttime FROM chartevents WHERE chartevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10035185 ) ) AND chartevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'arterial blood pressure systolic' AND d_items.linksto = 'chartevents' ) ORDER BY chartevents.valuenum ASC, chartevents.charttime DESC LIMIT 1",SELECT chartevents.charttime FROM chartevents WHERE chartevents.stdiastolic = ( SELECT MIN( chartevents.stdiastolic ) FROM chartevents WHERE chartevents.stay_id IN ( SELECT stays.stay_id FROM stays WHERE stays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = 10035185 ) ) )
5a67eba88dd963170a026d15,What was the dose of glipizide xl patient 10029484 was prescribed?,SELECT SUM(prescriptions.dose_val_rx) FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10029484 ) AND prescriptions.drug = 'glipizide xl',SELECT DISTINCT glipizide xl dose FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = 10029484 )
915a29cc5d0d25f775a9230e,How many duloxetine prescription cases were there since 1 year ago?,"SELECT COUNT(*) FROM prescriptions WHERE prescriptions.drug = 'duloxetine' AND datetime(prescriptions.starttime) >= datetime(current_time,'-1 year')","SELECT COUNT(*) FROM prescriptions WHERE prescriptions.drug = 'duloxetine' AND datetime(prescriptions.starttime) >= datetime(current_time,'-1 year')"
d04f4cfbfef7a7f69d8969eb,"What are the three most commonly prescribed drugs for patients who were diagnosed with personal history of tobacco use previously in the same month, since 1 year ago?","SELECT T3.drug FROM ( SELECT T2.drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'personal history of tobacco use' ) AND datetime(diagnoses_icd.charttime) >= datetime(current_time,'-1 year') ) AS T1 JOIN ( SELECT admissions.subject_id, prescriptions.drug, prescriptions.starttime FROM prescriptions JOIN admissions ON prescriptions.hadm_id = admissions.hadm_id WHERE datetime(prescriptions.starttime) >= datetime(current_time,'-1 year') ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.starttime AND datetime(T1.charttime,'start of month') = datetime(T2.starttime,'start of month') GROUP BY T2.drug ) AS T3 WHERE T3.C1 <= 3","SELECT T3.drug FROM ( SELECT T2.drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT patient_id, diagnosis_date FROM diagnoses WHERE diagnoses.label = 'personal history of tobacco use' AND datetime(diagnoses.diagnosis_date) >= datetime(current_time,'-1 year') ) AS T1 JOIN ( SELECT patient_id, drug, prescription_date FROM prescriptions WHERE datetime(prescriptions.prescription_date) >= datetime(current_time,'-1 year') ) AS T2 ON T1.patient_id = T2.patient_id WHERE T1.diagnosis_date < T2.prescription_date AND datetime(T1.diagnosis_date,'start of month') = datetime(T2.prescription_date,'start of month') GROUP BY T2.drug ) AS T3 WHERE T3.C1 <= 3"
612ad1a0d94b49abf371be2f,"How often was the bypass coronary artery, three arteries from aorta with autologous venous tissue, open approach procedure carried out since 2100?","SELECT COUNT(*) FROM procedures_icd WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'bypass coronary artery, three arteries from aorta with autologous venous tissue, open approach' ) AND strftime('%Y',procedures_icd.charttime) >= '2100'","SELECT COUNT(*) FROM procedures_icd WHERE procedures_icd.icd_code = '02.21' AND strftime('%Y',procedures_icd.charttime) >= '2100'"
b4dc074ecd304bf634371924,What are the five most frequently prescribed medications for patients in their 40s since 2100?,"SELECT T1.drug FROM ( SELECT prescriptions.drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age BETWEEN 40 AND 49 ) AND strftime('%Y',prescriptions.starttime) >= '2100' GROUP BY prescriptions.drug ) AS T1 WHERE T1.C1 <= 5","SELECT T1.drug FROM ( SELECT drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT * FROM ( SELECT * FROM prescriptions ) AS T WHERE T.age BETWEEN 40 AND 49 ) AS U GROUP BY drug ) AS T1 WHERE T1.C1 <= 5"
14c735141eaad27a37dfacce,Has any lab tests occurred for patient 10026406 since 01/2100?,"SELECT COUNT(*)>0 FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10026406 ) AND strftime('%Y-%m',labevents.charttime) >= '2100-01'","SELECT COUNT(*)>0 FROM lab_tests WHERE lab_tests.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = 10026406 ) AND strftime('%Y-%m',lab_tests.charttime) >= '2100-01'"
facfb8f560238eb16739c85e,Did patient 10015860 receive a lymphocytes test on their first hospital visit?,SELECT COUNT(*)>0 FROM labevents WHERE labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'lymphocytes' ) AND labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10015860 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime ASC LIMIT 1 ),SELECT COUNT(*)>0 FROM laboratoryevents WHERE laboratoryevents.valuenum IS NOT NULL AND laboratoryevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = 10015860 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime ASC LIMIT 1 ) AND laboratoryevents.itemid IN ( SELECT procedures_icd.itemid FROM procedures_icd WHERE procedures_icd.icd_code = ( SELECT procedures_icd.icd_code FROM procedures_icd WHERE procedures_icd.long_title = 'lymphocytes' ) )
